id;cod_mec;cnpj;desc_nome;municipio;uf;desc_rede;endereco;endereco_nro;endereco_bairro;endereco_compl;endereco_cep
47073;32041446;;COLEGIO RENOVACAO;VITORIA;ES;Particular;WELLINGTON DE FREITAS;265;JD CAMBURI;;29090240
47098;32038526;;COLEGIO PIO XII;VILA VELHA;ES;Particular;R RESPLENDOR;85;ITAPAO;;29101500
47102;32038160;28437500000000;CEIC;VILA VELHA;ES;Particular;JAIME DUARTE NASCIMENTO;617;ITAPOA;;29101620
47105;32073950;2235630000000;CEI PLAYGROUND;VILA VELHA;ES;Particular;ROD DO SOL;626;ITAPARICA;;29102022
47121;32063512;3810480000000;CAT HELCIO REZENDE DIAS;VILA VELHA;ES;Particular;R PROJETADA;2909;GUARANHUNS;;29103810
47123;32039140;30961200000000;EPG JOSE BONIFACIO;VILA VELHA;ES;Particular;VITORIA REGIA;12;NOVO MEXICO;;29104110
47160;32039654;3810480000000;CAT ARLETHE ZORZANELI BUAIZ;VILA VELHA;ES;Particular;JAPERI;NULL;COBILANDIA;;29111490
47171;32039832;;EPG SAO CAMILO;VILA VELHA;ES;Particular;ERNESTO CANAL;451;ALVORADA;;29117120
47240;32034288;3810480000000;CAT BARBARA MONTEIRO LINDEMBERG;CARIACICA;ES;Particular;VIANA;325;VILA CAPIXABA;;29148170
47256;32034296;3810480000000;CAT IND ARNALDO MAGALHAES FILHO;CARIACICA;ES;Particular;RUA DO SESI;9;PORTO DE SANTANA;;29153560
47286;32037392;3810480000000;ESCOLA LAURA NASCIMENTO LOUREIRO;SERRA;ES;Particular;CENTRAL;160;PQUE RES LARANJEIRAS;LARANJEIRAS;29165130
47299;32035870;;SOC ED CIRANDINHA - COLEGIO ALTERNATIVO;SERRA;ES;Particular;IPATINGA;82;BARCELONA;;29166210
47310;32075901;3999890000000;CE SERRANO - COLEGIO ALTERNATIVO;SERRA;ES;Particular;ATAPOA;82;JACARAIPE;;29173000
47334;32079982;;CENTRO INTEGRADO DE ARACRUZ - SESI;ARACRUZ;ES;Particular;EPHIFANIO PONTIN;985;VILANOVA;;29194611
47335;32019696;27450700000000;CE DE ARACRUZ;ARACRUZ;ES;Particular;RUA PROFESSOR BERILO BASILIO DOS SANTOS;180;CENTRO;;29194910
47402;32052367;3810480000000;CENTRO DE ATIVIDADES JONES DOS SANTOS NEVES;CACHOEIRO DE ITAPEMIRIM;ES;Particular;AV DOMINGOS ALCINO DADALTO;NULL;MONTE CRISTO;;29312200
47431;32068190;39290100000000;COLEGIO RENASCER;IUNA;ES;Particular;PRACA CORONEL JOAO OSORIO;120;CENTRO;;29390000
47495;32064950;3810480000000;CEB SESI RAUL GIUBERTI;COLATINA;ES;Particular;DO CAFE;NULL;SAO SILVANO;;29705200
47508;32061900;373976000000;CE SONHO MEU;BAIXO GUANDU;ES;Particular;AV CARLOS DE MEDEIROS;108;CENTRO;;29730000
47550;32021780;3810480000000;CENTRO DE ATIVIDADES EURICO DE AGUIAR SALLES;LINHARES;ES;Particular;AV. FILOGONIO PEIXOTO;396;AVISO;;29901290
47552;32021828;;COLEGIO CRISTO REI;LINHARES;ES;Particular;SAO MATEUS;1458;ARACA;;29901396
47560;32077459;5998860000000;CE SANTA CLARA;SAO MATEUS;ES;Particular;DOUTOR MOSCOSO;45;CENTRO;;29930380
50732;52091180;33587200000000;ESCOLA VOVO OLIVIA;LUZIANIA;GO;Particular;ABILIO GUIMARAES;252;SETOR KENNEDY;;72810510
50746;52093727;6017180000000;COL EVANG RECANTO DO CEU;NOVO GAMA;GO;Particular;1 H;1;CENTRAL;COMPL INVALIDO;72860000
50886;52043509;60833900000000;INSTITUTO ADVENTISTA BRASIL CENTRAL;ABADIANIA;GO;Particular;BR 414 KM 411;NULL;PLANALMIRA;CX POSTAL 521;72940000
50921;52076628;2126400000000;ESCOLA INFANTIL DEGRAUS;FORMOSA;GO;Particular;SEM ENDERECO;535;S FERROVIARIO;;73805030
50926;52154203;9316520000000;COLEGIO IESGO;FORMOSA;GO;Particular;BRASILIA;2001;FORMOSINHA;;73813010
50998;52083799;397861000000;COLEGIO DECISAO I;GOIANIA;GO;Particular;SEM ENDERECO;186;CENTRO;PREDIO;74030040
51053;52038149;1662690000000;INSTITUTO PRESBITERIANO DE EDUCACAO II;GOIANIA;GO;Particular;AV T-1 C/ T-49;1008;SETOR BUENO;EM FRENTE A PCA.;74210020
51079;52033295;16001300000000;COLEGIO DINAMICO;GOIANIA;GO;Particular;RUA T-37;2693;SETOR BUENO;QD114 LTS.1718;74220030
51130;52086747;73974400000000;ESCOLA MEU CAMINHO - PROFESSOR LUCIANO;GOIANIA;GO;Particular;C 56;48;SETOR SUDOESTE;;74305350
51166;52034216;37262800000000;COLEGIO META BRASIL LTDA UNIDADE I;GOIANIA;GO;Particular;ARAPONGA;198;JARDIM VILA BOA;;74360210
51180;52092925;4242120000000;ESC CASTELINHO MAGICO LTDA;GOIANIA;GO;Particular;AMERICANO DO BRASIL;143;PARQUE OESTE INDUSTRIAL;LT 2 QD 1170;74375110
51215;52083829;2575710000000;SISTEMA DE ENSINO MILENIO;GOIANIA;GO;Particular;AV 24 DE OUTUBRO;3110;SETOR AEROVIARIO;;74434090
51227;52086550;1069380000000;COL EXCELSO;GOIANIA;GO;Particular;NOVA SN;NULL;JARDIM NOVA ESPERANCA;636 LT 3 E QD 51 4;74465280
51243;52271366;9318580000000;CENTRO EDUCACIONAL PORTO SEGURO;GOIANIA;GO;Particular;DO SERENO;542;SETOR MORADA DO SOL;QUADRA 118 LOTE 17;74475211
51277;52037460;33338500000000;ESCOLA ROMUALDO DUARTE;GOIANIA;GO;Particular;NOEL ROSA;550;CONJ VERA CRUZ II;QD CL30 LT01/04;74495130
51306;52084086;2104300000000;COLEGIO KERYGMA;GOIANIA;GO;Particular;SEM ENDERECO;409;FAMA;;74560310
